Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,29.809999465942383,29.809999465942383,28.719999313354492,28.739999771118164,28.30257797241211,6896100
2020-01-03,28.420000076293945,28.899999618530273,28.360000610351562,28.399999618530273,27.96775245666504,5611400
2020-01-06,28.079999923706055,28.500999450683594,27.975000381469727,28.360000610351562,27.928363800048828,6972800
2020-01-07,28.309999465942383,28.719999313354492,28.170000076293945,28.469999313354492,28.036685943603516,6014800
2020-01-08,28.5,28.780000686645508,28.100000381469727,28.700000762939453,28.2631893157959,3684500
2020-01-09,28.799999237060547,28.850000381469727,28.3799991607666,28.729999542236328,28.2927303314209,3703200
2020-01-10,28.809999465942383,28.93000030517578,28.31999969482422,28.350000381469727,27.918514251708984,4498700
2020-01-13,28.34000015258789,28.600000381469727,28.155000686645508,28.579999923706055,28.1450138092041,4735100
2020-01-14,28.559999465942383,28.790000915527344,28.299999237060547,28.639999389648438,28.204099655151367,5370600
2020-01-15,28.649999618530273,28.889999389648438,28.475000381469727,28.68000030517578,28.243492126464844,6336800
2020-01-16,28.770000457763672,29.260000228881836,28.524999618530273,29.219999313354492,28.775272369384766,5847900
2020-01-17,28.459999084472656,28.6299991607666,27.6299991607666,28.299999237060547,27.869274139404297,8668600
2020-01-21,28.059999465942383,28.350000381469727,27.709999084472656,27.81999969482422,27.39657974243164,5514000
2020-01-22,27.81999969482422,28.25,27.5,28.15999984741211,27.73140525817871,8672900
2020-01-23,28.010000228881836,28.510000228881836,27.510000228881836,28.450000762939453,28.016992568969727,4139400
2020-01-24,28.309999465942383,28.354999542236328,27.709999084472656,27.950000762939453,27.52460289001465,4996200
2020-01-27,27.229999542236328,27.530000686645508,26.969999313354492,27.15999984741211,26.746625900268555,4195000
2020-01-28,27.299999237060547,27.579999923706055,27.0,27.559999465942383,27.14053726196289,5618800
2020-01-29,27.549999237060547,27.989999771118164,27.510000228881836,27.799999237060547,27.37688446044922,3499600
2020-01-30,27.940000534057617,29.44700050354004,27.600000381469727,29.239999771118164,28.794967651367188,9762200
